farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,crop_condition_description
FARM0286,East Africa,Soybean,10.66,6.65,21.63,279.05,79.79,4.4,Sprinkler,Inorganic,42.83,2024-02-13,2024-06-22,130,4137.09,SENS0286,2024-03-26,24.274541,77.791325,0.66,Moderate,"Farm FARM0286 located in East Africa is cultivating Soybean. The soil moisture is 10.66%, pH level is 6.65, and temperature is 21.63°C. Rainfall recorded is 279.05 mm with a humidity of 79.79% and sunlight duration of 4.4 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 42.83 ml. Crop sowing started on 2024-02-13 and is expected to be harvested by 2024-06-22, spanning 130 days. Yield is 4137.09 kg/hectare. Sensor used is SENS0286 with data recorded on 2024-03-26. Location coordinates are (24.274541, 77.791325). NDVI index is 0.66 and crop disease status is Moderate."
FARM0287,Central USA,Wheat,19.5,5.67,32.54,142.9,81.47,5.82,Manual,Organic,10.05,2024-01-25,2024-05-06,102,5653.42,SENS0287,2024-03-21,22.649867,85.980506,0.84,Mild,"Farm FARM0287 located in Central USA is cultivating Wheat. The soil moisture is 19.5%, pH level is 5.67, and temperature is 32.54°C. Rainfall recorded is 142.9 mm with a humidity of 81.47% and sunlight duration of 5.82 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 10.05 ml. Crop sowing started on 2024-01-25 and is expected to be harvested by 2024-05-06, spanning 102 days. Yield is 5653.42 kg/hectare. Sensor used is SENS0287 with data recorded on 2024-03-21. Location coordinates are (22.649867, 85.980506). NDVI index is 0.84 and crop disease status is Mild."
FARM0288,South India,Maize,42.33,6.96,25.47,243.88,47.16,9.23,Sprinkler,Organic,37.61,2024-02-13,2024-06-27,135,5459.24,SENS0288,2024-03-13,10.102747,88.646747,0.71,None,"Farm FARM0288 located in South India is cultivating Maize. The soil moisture is 42.33%, pH level is 6.96, and temperature is 25.47°C. Rainfall recorded is 243.88 mm with a humidity of 47.16% and sunlight duration of 9.23 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 37.61 ml. Crop sowing started on 2024-02-13 and is expected to be harvested by 2024-06-27, spanning 135 days. Yield is 5459.24 kg/hectare. Sensor used is SENS0288 with data recorded on 2024-03-13. Location coordinates are (10.102747, 88.646747). NDVI index is 0.71 and crop disease status is None."
FARM0289,Central USA,Cotton,41.12,5.71,30.32,236.39,41.12,8.55,Sprinkler,Inorganic,14.02,2024-02-09,2024-06-12,124,3276.6,SENS0289,2024-04-05,26.778101,75.453084,0.39,None,"Farm FARM0289 located in Central USA is cultivating Cotton. The soil moisture is 41.12%, pH level is 5.71, and temperature is 30.32°C. Rainfall recorded is 236.39 mm with a humidity of 41.12% and sunlight duration of 8.55 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 14.02 ml. Crop sowing started on 2024-02-09 and is expected to be harvested by 2024-06-12, spanning 124 days. Yield is 3276.6 kg/hectare. Sensor used is SENS0289 with data recorded on 2024-04-05. Location coordinates are (26.778101, 75.453084). NDVI index is 0.39 and crop disease status is None."
FARM0290,North India,Soybean,29.59,5.7,25.85,187.34,53.55,9.66,Manual,Mixed,16.02,2024-01-10,2024-05-18,129,5568.97,SENS0290,2024-05-02,11.268155,70.579854,0.84,None,"Farm FARM0290 located in North India is cultivating Soybean. The soil moisture is 29.59%, pH level is 5.7, and temperature is 25.85°C. Rainfall recorded is 187.34 mm with a humidity of 53.55% and sunlight duration of 9.66 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 16.02 ml. Crop sowing started on 2024-01-10 and is expected to be harvested by 2024-05-18, spanning 129 days. Yield is 5568.97 kg/hectare. Sensor used is SENS0290 with data recorded on 2024-05-02. Location coordinates are (11.268155, 70.579854). NDVI index is 0.84 and crop disease status is None."
FARM0291,North India,Cotton,11.88,6.35,18.58,199.03,69.64,9.02,None,Mixed,21.0,2024-02-27,2024-06-08,102,4851.59,SENS0291,2024-05-22,30.232496,71.570912,0.85,Severe,"Farm FARM0291 located in North India is cultivating Cotton. The soil moisture is 11.88%, pH level is 6.35, and temperature is 18.58°C. Rainfall recorded is 199.03 mm with a humidity of 69.64% and sunlight duration of 9.02 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 21.0 ml. Crop sowing started on 2024-02-27 and is expected to be harvested by 2024-06-08, spanning 102 days. Yield is 4851.59 kg/hectare. Sensor used is SENS0291 with data recorded on 2024-05-22. Location coordinates are (30.232496, 71.570912). NDVI index is 0.85 and crop disease status is Severe."
FARM0292,East Africa,Rice,13.25,7.1,28.97,74.32,55.52,7.87,None,Inorganic,15.43,2024-01-05,2024-05-29,145,5582.8,SENS0292,2024-03-11,32.82154,77.841538,0.72,Moderate,"Farm FARM0292 located in East Africa is cultivating Rice. The soil moisture is 13.25%, pH level is 7.1, and temperature is 28.97°C. Rainfall recorded is 74.32 mm with a humidity of 55.52% and sunlight duration of 7.87 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 15.43 ml. Crop sowing started on 2024-01-05 and is expected to be harvested by 2024-05-29, spanning 145 days. Yield is 5582.8 kg/hectare. Sensor used is SENS0292 with data recorded on 2024-03-11. Location coordinates are (32.82154, 77.841538). NDVI index is 0.72 and crop disease status is Moderate."
FARM0293,Central USA,Cotton,27.06,5.63,17.26,169.66,82.29,5.69,Manual,Mixed,30.86,2024-03-04,2024-06-27,115,5270.21,SENS0293,2024-06-13,12.674532,81.122997,0.34,Moderate,"Farm FARM0293 located in Central USA is cultivating Cotton. The soil moisture is 27.06%, pH level is 5.63, and temperature is 17.26°C. Rainfall recorded is 169.66 mm with a humidity of 82.29% and sunlight duration of 5.69 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 30.86 ml. Crop sowing started on 2024-03-04 and is expected to be harvested by 2024-06-27, spanning 115 days. Yield is 5270.21 kg/hectare. Sensor used is SENS0293 with data recorded on 2024-06-13. Location coordinates are (12.674532, 81.122997). NDVI index is 0.34 and crop disease status is Moderate."
FARM0294,East Africa,Cotton,24.03,6.33,27.42,186.99,88.69,6.3,Manual,Organic,41.63,2024-03-14,2024-08-01,140,5920.82,SENS0294,2024-06-09,23.613172,74.723086,0.7,None,"Farm FARM0294 located in East Africa is cultivating Cotton. The soil moisture is 24.03%, pH level is 6.33, and temperature is 27.42°C. Rainfall recorded is 186.99 mm with a humidity of 88.69% and sunlight duration of 6.3 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 41.63 ml. Crop sowing started on 2024-03-14 and is expected to be harvested by 2024-08-01, spanning 140 days. Yield is 5920.82 kg/hectare. Sensor used is SENS0294 with data recorded on 2024-06-09. Location coordinates are (23.613172, 74.723086). NDVI index is 0.7 and crop disease status is None."
FARM0295,East Africa,Cotton,14.0,6.69,21.51,74.41,62.26,5.85,None,Organic,31.92,2024-03-27,2024-08-02,128,5085.37,SENS0295,2024-07-02,18.185206,82.899782,0.34,Mild,"Farm FARM0295 located in East Africa is cultivating Cotton. The soil moisture is 14.0%, pH level is 6.69, and temperature is 21.51°C. Rainfall recorded is 74.41 mm with a humidity of 62.26% and sunlight duration of 5.85 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 31.92 ml. Crop sowing started on 2024-03-27 and is expected to be harvested by 2024-08-02, spanning 128 days. Yield is 5085.37 kg/hectare. Sensor used is SENS0295 with data recorded on 2024-07-02. Location coordinates are (18.185206, 82.899782). NDVI index is 0.34 and crop disease status is Mild."
FARM0296,South India,Soybean,41.61,6.77,15.0,86.68,47.46,7.19,None,Mixed,31.01,2024-01-07,2024-05-19,133,5509.7,SENS0296,2024-03-23,24.25691,88.264085,0.48,Severe,"Farm FARM0296 located in South India is cultivating Soybean. The soil moisture is 41.61%, pH level is 6.77, and temperature is 15.0°C. Rainfall recorded is 86.68 mm with a humidity of 47.46% and sunlight duration of 7.19 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 31.01 ml. Crop sowing started on 2024-01-07 and is expected to be harvested by 2024-05-19, spanning 133 days. Yield is 5509.7 kg/hectare. Sensor used is SENS0296 with data recorded on 2024-03-23. Location coordinates are (24.25691, 88.264085). NDVI index is 0.48 and crop disease status is Severe."
FARM0297,Central USA,Wheat,30.4,6.72,25.21,261.91,82.63,4.37,Drip,Organic,36.65,2024-02-04,2024-06-28,145,3128.84,SENS0297,2024-02-11,15.881029,84.044438,0.54,Moderate,"Farm FARM0297 located in Central USA is cultivating Wheat. The soil moisture is 30.4%, pH level is 6.72, and temperature is 25.21°C. Rainfall recorded is 261.91 mm with a humidity of 82.63% and sunlight duration of 4.37 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 36.65 ml. Crop sowing started on 2024-02-04 and is expected to be harvested by 2024-06-28, spanning 145 days. Yield is 3128.84 kg/hectare. Sensor used is SENS0297 with data recorded on 2024-02-11. Location coordinates are (15.881029, 84.044438). NDVI index is 0.54 and crop disease status is Moderate."
FARM0298,South USA,Cotton,23.35,6.59,28.25,168.72,49.41,6.31,Manual,Inorganic,11.94,2024-03-05,2024-06-11,98,2046.41,SENS0298,2024-05-26,10.392695,84.426785,0.59,Severe,"Farm FARM0298 located in South USA is cultivating Cotton. The soil moisture is 23.35%, pH level is 6.59, and temperature is 28.25°C. Rainfall recorded is 168.72 mm with a humidity of 49.41% and sunlight duration of 6.31 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 11.94 ml. Crop sowing started on 2024-03-05 and is expected to be harvested by 2024-06-11, spanning 98 days. Yield is 2046.41 kg/hectare. Sensor used is SENS0298 with data recorded on 2024-05-26. Location coordinates are (10.392695, 84.426785). NDVI index is 0.59 and crop disease status is Severe."
FARM0299,South India,Wheat,14.8,7.11,32.2,273.4,74.77,9.58,Sprinkler,Inorganic,27.92,2024-03-27,2024-07-23,118,3538.86,SENS0299,2024-04-24,14.644776,82.091465,0.65,Mild,"Farm FARM0299 located in South India is cultivating Wheat. The soil moisture is 14.8%, pH level is 7.11, and temperature is 32.2°C. Rainfall recorded is 273.4 mm with a humidity of 74.77% and sunlight duration of 9.58 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 27.92 ml. Crop sowing started on 2024-03-27 and is expected to be harvested by 2024-07-23, spanning 118 days. Yield is 3538.86 kg/hectare. Sensor used is SENS0299 with data recorded on 2024-04-24. Location coordinates are (14.644776, 82.091465). NDVI index is 0.65 and crop disease status is Mild."
FARM0300,East Africa,Maize,24.38,6.59,22.34,294.56,68.41,8.23,Drip,Mixed,26.67,2024-03-03,2024-06-10,99,4920.74,SENS0300,2024-05-09,34.589477,89.673368,0.77,Severe,"Farm FARM0300 located in East Africa is cultivating Maize. The soil moisture is 24.38%, pH level is 6.59, and temperature is 22.34°C. Rainfall recorded is 294.56 mm with a humidity of 68.41% and sunlight duration of 8.23 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 26.67 ml. Crop sowing started on 2024-03-03 and is expected to be harvested by 2024-06-10, spanning 99 days. Yield is 4920.74 kg/hectare. Sensor used is SENS0300 with data recorded on 2024-05-09. Location coordinates are (34.589477, 89.673368). NDVI index is 0.77 and crop disease status is Severe."
FARM0301,East Africa,Wheat,28.32,6.72,19.9,207.67,73.19,8.01,Manual,Mixed,7.37,2024-02-18,2024-07-06,139,2043.13,SENS0301,2024-06-13,22.816578,79.384648,0.74,Severe,"Farm FARM0301 located in East Africa is cultivating Wheat. The soil moisture is 28.32%, pH level is 6.72, and temperature is 19.9°C. Rainfall recorded is 207.67 mm with a humidity of 73.19% and sunlight duration of 8.01 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 7.37 ml. Crop sowing started on 2024-02-18 and is expected to be harvested by 2024-07-06, spanning 139 days. Yield is 2043.13 kg/hectare. Sensor used is SENS0301 with data recorded on 2024-06-13. Location coordinates are (22.816578, 79.384648). NDVI index is 0.74 and crop disease status is Severe."
FARM0302,Central USA,Maize,20.12,5.57,33.46,237.36,76.35,7.38,Drip,Mixed,26.29,2024-01-19,2024-04-21,93,4625.28,SENS0302,2024-02-25,30.222394,82.48634,0.47,None,"Farm FARM0302 located in Central USA is cultivating Maize. The soil moisture is 20.12%, pH level is 5.57, and temperature is 33.46°C. Rainfall recorded is 237.36 mm with a humidity of 76.35% and sunlight duration of 7.38 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 26.29 ml. Crop sowing started on 2024-01-19 and is expected to be harvested by 2024-04-21, spanning 93 days. Yield is 4625.28 kg/hectare. Sensor used is SENS0302 with data recorded on 2024-02-25. Location coordinates are (30.222394, 82.48634). NDVI index is 0.47 and crop disease status is None."
FARM0303,South India,Soybean,12.69,7.07,20.04,203.95,53.76,5.54,Drip,Mixed,12.86,2024-03-24,2024-07-01,99,4636.62,SENS0303,2024-05-10,30.196017,75.225052,0.72,Severe,"Farm FARM0303 located in South India is cultivating Soybean. The soil moisture is 12.69%, pH level is 7.07, and temperature is 20.04°C. Rainfall recorded is 203.95 mm with a humidity of 53.76% and sunlight duration of 5.54 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 12.86 ml. Crop sowing started on 2024-03-24 and is expected to be harvested by 2024-07-01, spanning 99 days. Yield is 4636.62 kg/hectare. Sensor used is SENS0303 with data recorded on 2024-05-10. Location coordinates are (30.196017, 75.225052). NDVI index is 0.72 and crop disease status is Severe."
FARM0304,South India,Soybean,40.17,6.19,16.69,86.27,86.7,4.92,None,Inorganic,39.67,2024-01-22,2024-05-19,118,4904.0,SENS0304,2024-02-12,15.271419,84.687222,0.51,Moderate,"Farm FARM0304 located in South India is cultivating Soybean. The soil moisture is 40.17%, pH level is 6.19, and temperature is 16.69°C. Rainfall recorded is 86.27 mm with a humidity of 86.7% and sunlight duration of 4.92 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 39.67 ml. Crop sowing started on 2024-01-22 and is expected to be harvested by 2024-05-19, spanning 118 days. Yield is 4904.0 kg/hectare. Sensor used is SENS0304 with data recorded on 2024-02-12. Location coordinates are (15.271419, 84.687222). NDVI index is 0.51 and crop disease status is Moderate."
FARM0305,North India,Wheat,15.87,6.3,21.03,236.54,77.62,7.2,None,Mixed,36.75,2024-02-09,2024-05-18,99,4121.77,SENS0305,2024-04-04,10.296576,88.544451,0.57,Moderate,"Farm FARM0305 located in North India is cultivating Wheat. The soil moisture is 15.87%, pH level is 6.3, and temperature is 21.03°C. Rainfall recorded is 236.54 mm with a humidity of 77.62% and sunlight duration of 7.2 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 36.75 ml. Crop sowing started on 2024-02-09 and is expected to be harvested by 2024-05-18, spanning 99 days. Yield is 4121.77 kg/hectare. Sensor used is SENS0305 with data recorded on 2024-04-04. Location coordinates are (10.296576, 88.544451). NDVI index is 0.57 and crop disease status is Moderate."
FARM0306,East Africa,Wheat,13.41,6.56,22.08,261.06,70.52,7.91,Manual,Inorganic,17.16,2024-01-09,2024-05-19,131,4336.71,SENS0306,2024-05-06,29.328775,84.981818,0.74,Mild,"Farm FARM0306 located in East Africa is cultivating Wheat. The soil moisture is 13.41%, pH level is 6.56, and temperature is 22.08°C. Rainfall recorded is 261.06 mm with a humidity of 70.52% and sunlight duration of 7.91 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 17.16 ml. Crop sowing started on 2024-01-09 and is expected to be harvested by 2024-05-19, spanning 131 days. Yield is 4336.71 kg/hectare. Sensor used is SENS0306 with data recorded on 2024-05-06. Location coordinates are (29.328775, 84.981818). NDVI index is 0.74 and crop disease status is Mild."
FARM0307,East Africa,Maize,33.72,7.49,21.27,52.64,40.42,4.41,None,Organic,28.64,2024-03-15,2024-07-05,112,2877.67,SENS0307,2024-04-20,16.297403,70.680835,0.67,None,"Farm FARM0307 located in East Africa is cultivating Maize. The soil moisture is 33.72%, pH level is 7.49, and temperature is 21.27°C. Rainfall recorded is 52.64 mm with a humidity of 40.42% and sunlight duration of 4.41 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 28.64 ml. Crop sowing started on 2024-03-15 and is expected to be harvested by 2024-07-05, spanning 112 days. Yield is 2877.67 kg/hectare. Sensor used is SENS0307 with data recorded on 2024-04-20. Location coordinates are (16.297403, 70.680835). NDVI index is 0.67 and crop disease status is None."
FARM0308,East Africa,Rice,43.27,6.78,29.16,79.99,82.82,4.78,Sprinkler,Organic,36.3,2024-02-10,2024-06-08,119,4641.91,SENS0308,2024-02-19,25.969513,88.453908,0.47,Severe,"Farm FARM0308 located in East Africa is cultivating Rice. The soil moisture is 43.27%, pH level is 6.78, and temperature is 29.16°C. Rainfall recorded is 79.99 mm with a humidity of 82.82% and sunlight duration of 4.78 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 36.3 ml. Crop sowing started on 2024-02-10 and is expected to be harvested by 2024-06-08, spanning 119 days. Yield is 4641.91 kg/hectare. Sensor used is SENS0308 with data recorded on 2024-02-19. Location coordinates are (25.969513, 88.453908). NDVI index is 0.47 and crop disease status is Severe."
FARM0309,Central USA,Maize,15.67,5.65,30.54,145.7,56.63,4.36,Manual,Organic,24.83,2024-02-07,2024-06-15,129,3570.54,SENS0309,2024-06-11,12.710762,80.812643,0.56,None,"Farm FARM0309 located in Central USA is cultivating Maize. The soil moisture is 15.67%, pH level is 5.65, and temperature is 30.54°C. Rainfall recorded is 145.7 mm with a humidity of 56.63% and sunlight duration of 4.36 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 24.83 ml. Crop sowing started on 2024-02-07 and is expected to be harvested by 2024-06-15, spanning 129 days. Yield is 3570.54 kg/hectare. Sensor used is SENS0309 with data recorded on 2024-06-11. Location coordinates are (12.710762, 80.812643). NDVI index is 0.56 and crop disease status is None."
FARM0310,South USA,Maize,13.62,5.65,26.43,112.65,62.29,9.38,Sprinkler,Mixed,33.82,2024-01-22,2024-05-15,114,3065.75,SENS0310,2024-04-20,18.245772,77.826607,0.3,Severe,"Farm FARM0310 located in South USA is cultivating Maize. The soil moisture is 13.62%, pH level is 5.65, and temperature is 26.43°C. Rainfall recorded is 112.65 mm with a humidity of 62.29% and sunlight duration of 9.38 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 33.82 ml. Crop sowing started on 2024-01-22 and is expected to be harvested by 2024-05-15, spanning 114 days. Yield is 3065.75 kg/hectare. Sensor used is SENS0310 with data recorded on 2024-04-20. Location coordinates are (18.245772, 77.826607). NDVI index is 0.3 and crop disease status is Severe."
FARM0311,South USA,Cotton,24.14,6.96,31.25,67.52,51.29,6.31,None,Organic,30.53,2024-02-11,2024-06-23,133,3211.31,SENS0311,2024-02-25,25.806813,89.176478,0.35,Moderate,"Farm FARM0311 located in South USA is cultivating Cotton. The soil moisture is 24.14%, pH level is 6.96, and temperature is 31.25°C. Rainfall recorded is 67.52 mm with a humidity of 51.29% and sunlight duration of 6.31 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 30.53 ml. Crop sowing started on 2024-02-11 and is expected to be harvested by 2024-06-23, spanning 133 days. Yield is 3211.31 kg/hectare. Sensor used is SENS0311 with data recorded on 2024-02-25. Location coordinates are (25.806813, 89.176478). NDVI index is 0.35 and crop disease status is Moderate."
FARM0312,North India,Cotton,36.62,6.08,19.06,188.62,88.38,7.96,Manual,Mixed,22.55,2024-01-21,2024-06-03,134,3437.04,SENS0312,2024-02-11,32.130354,78.759675,0.41,None,"Farm FARM0312 located in North India is cultivating Cotton. The soil moisture is 36.62%, pH level is 6.08, and temperature is 19.06°C. Rainfall recorded is 188.62 mm with a humidity of 88.38% and sunlight duration of 7.96 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 22.55 ml. Crop sowing started on 2024-01-21 and is expected to be harvested by 2024-06-03, spanning 134 days. Yield is 3437.04 kg/hectare. Sensor used is SENS0312 with data recorded on 2024-02-11. Location coordinates are (32.130354, 78.759675). NDVI index is 0.41 and crop disease status is None."
FARM0313,South India,Wheat,35.19,6.69,24.78,65.75,67.03,5.85,None,Organic,6.67,2024-01-11,2024-05-30,140,4884.05,SENS0313,2024-04-23,12.954678,86.142074,0.7,Severe,"Farm FARM0313 located in South India is cultivating Wheat. The soil moisture is 35.19%, pH level is 6.69, and temperature is 24.78°C. Rainfall recorded is 65.75 mm with a humidity of 67.03% and sunlight duration of 5.85 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 6.67 ml. Crop sowing started on 2024-01-11 and is expected to be harvested by 2024-05-30, spanning 140 days. Yield is 4884.05 kg/hectare. Sensor used is SENS0313 with data recorded on 2024-04-23. Location coordinates are (12.954678, 86.142074). NDVI index is 0.7 and crop disease status is Severe."
FARM0314,East Africa,Rice,35.94,5.97,16.44,233.86,64.44,4.11,Drip,Organic,36.56,2024-01-01,2024-04-11,101,4530.65,SENS0314,2024-02-09,30.518481,71.945845,0.67,None,"Farm FARM0314 located in East Africa is cultivating Rice. The soil moisture is 35.94%, pH level is 5.97, and temperature is 16.44°C. Rainfall recorded is 233.86 mm with a humidity of 64.44% and sunlight duration of 4.11 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 36.56 ml. Crop sowing started on 2024-01-01 and is expected to be harvested by 2024-04-11, spanning 101 days. Yield is 4530.65 kg/hectare. Sensor used is SENS0314 with data recorded on 2024-02-09. Location coordinates are (30.518481, 71.945845). NDVI index is 0.67 and crop disease status is None."
FARM0315,North India,Wheat,27.4,7.1,19.41,251.11,61.31,8.87,None,Inorganic,10.44,2024-03-19,2024-07-21,124,2549.32,SENS0315,2024-07-04,34.11731,74.264637,0.33,Mild,"Farm FARM0315 located in North India is cultivating Wheat. The soil moisture is 27.4%, pH level is 7.1, and temperature is 19.41°C. Rainfall recorded is 251.11 mm with a humidity of 61.31% and sunlight duration of 8.87 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 10.44 ml. Crop sowing started on 2024-03-19 and is expected to be harvested by 2024-07-21, spanning 124 days. Yield is 2549.32 kg/hectare. Sensor used is SENS0315 with data recorded on 2024-07-04. Location coordinates are (34.11731, 74.264637). NDVI index is 0.33 and crop disease status is Mild."
FARM0316,Central USA,Wheat,14.23,5.78,23.3,224.07,67.67,6.63,Drip,Organic,9.5,2024-03-20,2024-07-12,114,5110.65,SENS0316,2024-03-22,31.990674,71.614452,0.3,None,"Farm FARM0316 located in Central USA is cultivating Wheat. The soil moisture is 14.23%, pH level is 5.78, and temperature is 23.3°C. Rainfall recorded is 224.07 mm with a humidity of 67.67% and sunlight duration of 6.63 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 9.5 ml. Crop sowing started on 2024-03-20 and is expected to be harvested by 2024-07-12, spanning 114 days. Yield is 5110.65 kg/hectare. Sensor used is SENS0316 with data recorded on 2024-03-22. Location coordinates are (31.990674, 71.614452). NDVI index is 0.3 and crop disease status is None."
FARM0317,East Africa,Maize,24.57,7.11,30.45,223.09,50.31,7.84,None,Inorganic,15.77,2024-01-20,2024-06-02,134,2150.48,SENS0317,2024-03-06,27.929969,82.240996,0.35,Moderate,"Farm FARM0317 located in East Africa is cultivating Maize. The soil moisture is 24.57%, pH level is 7.11, and temperature is 30.45°C. Rainfall recorded is 223.09 mm with a humidity of 50.31% and sunlight duration of 7.84 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 15.77 ml. Crop sowing started on 2024-01-20 and is expected to be harvested by 2024-06-02, spanning 134 days. Yield is 2150.48 kg/hectare. Sensor used is SENS0317 with data recorded on 2024-03-06. Location coordinates are (27.929969, 82.240996). NDVI index is 0.35 and crop disease status is Moderate."
FARM0318,Central USA,Cotton,10.16,5.97,17.35,182.55,44.78,6.17,Sprinkler,Inorganic,39.66,2024-03-07,2024-06-22,107,2212.28,SENS0318,2024-03-21,29.915324,83.704875,0.88,Severe,"Farm FARM0318 located in Central USA is cultivating Cotton. The soil moisture is 10.16%, pH level is 5.97, and temperature is 17.35°C. Rainfall recorded is 182.55 mm with a humidity of 44.78% and sunlight duration of 6.17 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 39.66 ml. Crop sowing started on 2024-03-07 and is expected to be harvested by 2024-06-22, spanning 107 days. Yield is 2212.28 kg/hectare. Sensor used is SENS0318 with data recorded on 2024-03-21. Location coordinates are (29.915324, 83.704875). NDVI index is 0.88 and crop disease status is Severe."
FARM0319,South USA,Rice,15.59,7.35,16.08,141.05,50.48,5.51,None,Organic,9.7,2024-01-18,2024-04-28,101,2632.18,SENS0319,2024-01-21,22.126535,72.321302,0.84,Severe,"Farm FARM0319 located in South USA is cultivating Rice. The soil moisture is 15.59%, pH level is 7.35, and temperature is 16.08°C. Rainfall recorded is 141.05 mm with a humidity of 50.48% and sunlight duration of 5.51 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 9.7 ml. Crop sowing started on 2024-01-18 and is expected to be harvested by 2024-04-28, spanning 101 days. Yield is 2632.18 kg/hectare. Sensor used is SENS0319 with data recorded on 2024-01-21. Location coordinates are (22.126535, 72.321302). NDVI index is 0.84 and crop disease status is Severe."
FARM0320,East Africa,Soybean,21.41,5.9,28.54,131.42,78.95,5.96,Drip,Organic,38.2,2024-01-13,2024-06-08,147,2882.65,SENS0320,2024-05-12,24.627306,71.086787,0.56,Mild,"Farm FARM0320 located in East Africa is cultivating Soybean. The soil moisture is 21.41%, pH level is 5.9, and temperature is 28.54°C. Rainfall recorded is 131.42 mm with a humidity of 78.95% and sunlight duration of 5.96 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 38.2 ml. Crop sowing started on 2024-01-13 and is expected to be harvested by 2024-06-08, spanning 147 days. Yield is 2882.65 kg/hectare. Sensor used is SENS0320 with data recorded on 2024-05-12. Location coordinates are (24.627306, 71.086787). NDVI index is 0.56 and crop disease status is Mild."
FARM0321,East Africa,Cotton,16.23,6.25,24.15,98.54,57.93,5.62,Manual,Organic,6.44,2024-03-02,2024-06-17,107,2546.01,SENS0321,2024-04-30,21.464473,73.424026,0.51,Moderate,"Farm FARM0321 located in East Africa is cultivating Cotton. The soil moisture is 16.23%, pH level is 6.25, and temperature is 24.15°C. Rainfall recorded is 98.54 mm with a humidity of 57.93% and sunlight duration of 5.62 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 6.44 ml. Crop sowing started on 2024-03-02 and is expected to be harvested by 2024-06-17, spanning 107 days. Yield is 2546.01 kg/hectare. Sensor used is SENS0321 with data recorded on 2024-04-30. Location coordinates are (21.464473, 73.424026). NDVI index is 0.51 and crop disease status is Moderate."
FARM0322,East Africa,Rice,37.63,6.78,27.23,92.48,88.51,9.13,Drip,Inorganic,43.56,2024-02-28,2024-06-10,103,4366.32,SENS0322,2024-04-27,16.979272,84.600355,0.74,Mild,"Farm FARM0322 located in East Africa is cultivating Rice. The soil moisture is 37.63%, pH level is 6.78, and temperature is 27.23°C. Rainfall recorded is 92.48 mm with a humidity of 88.51% and sunlight duration of 9.13 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 43.56 ml. Crop sowing started on 2024-02-28 and is expected to be harvested by 2024-06-10, spanning 103 days. Yield is 4366.32 kg/hectare. Sensor used is SENS0322 with data recorded on 2024-04-27. Location coordinates are (16.979272, 84.600355). NDVI index is 0.74 and crop disease status is Mild."
